Regions,Full Time_Ratio,Full Time_BABS_Ratio,Poverty_BABS_Ratio,Income_BABS_Ratio,Homeownership_BABS_Ratio,Unemployment_BABS_SCORES,Working Poor_BABS_SCORES,Rent Burden_BABS_SCORES,Full Time_BABS_GRADES,Poverty_BABS_GRADES,Income_BABS_GRADES
"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",0.92,0.00,0.90,5.16,1.91,0.70,1.63,-0.32,0.30,0.47,-0.55,1.20,0.29,1.84,C-,B-,B-,C-,B,B-,A
"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",1.07,0.00,2.64,#DIV/0!,0.88,3.24,0.53,0.32,0.30,-0.09,#DIV/0!,-0.18,-0.36,-0.94,B-,B-,C,#DIV/0!,C,C-,D
"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",1.02,0.00,2.99,8.77,1.02,#DIV/0!,1.06,0.11,0.30,-0.20,-1.28,0.01,#DIV/0!,0.42,C,B-,C,D-,C,#DIV/0!,B-
"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",0.91,0.00,4.57,3.10,0.83,7.01,0.96,-0.37,0.30,-0.70,-0.13,-0.24,-1.32,0.16,C-,B-,C-,C,C,D-,C
"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",0.98,0.00,2.33,6.21,1.05,0.00,0.94,-0.09,0.30,0.01,-0.76,0.05,0.47,0.10,C,B-,C,D,C,B-,C
"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",0.82,17.47,2.12,0.00,1.09,0.85,1.91,-0.72,-1.45,0.08,0.50,0.10,0.25,2.56,C-,D-,C,B-,C,B-,A
"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",0.69,0.00,2.14,0.00,0.62,3.06,0.76,-1.26,0.30,0.07,0.50,-0.53,-0.31,-0.35,D-,B-,C,B-,C-,C-,C-
"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",0.45,0.00,4.91,10.90,0.75,4.91,0.92,-2.25,0.30,-0.81,-1.71,-0.35,-0.78,0.04,E,B-,D,D-,C-,D,C
"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",0.94,1.43,2.00,0.61,1.16,1.76,1.30,-0.24,0.16,0.12,0.38,0.19,0.02,1.01,C,C,C,B-,C,C,B
"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",1.02,2.99,1.62,0.00,0.90,1.23,0.99,0.11,0.00,0.24,0.50,-0.15,0.15,0.22,C,C,C,B-,C,C,C
"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",1.05,2.85,3.31,4.79,0.95,1.02,0.37,0.22,0.01,-0.30,-0.47,-0.08,0.21,-1.33,C,C,C-,C-,C,C,D-
"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",0.98,0.00,0.52,0.00,1.23,3.35,2.48,-0.07,0.30,0.59,0.50,0.29,-0.39,3.99,C,B-,B-,B-,B-,C-,A
"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",0.90,0.70,0.65,0.00,0.94,0.73,0.88,-0.38,0.23,0.55,0.50,-0.10,0.28,-0.06,C-,C,B-,B-,C,B-,C
"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",1.13,0.48,1.94,7.14,1.01,0.50,0.98,0.54,0.25,0.14,-0.95,0.00,0.34,0.19,B-,B-,C,D,C,B-,C
"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",1.01,0.53,0.52,0.90,0.94,0.39,0.54,0.04,0.25,0.59,0.32,-0.09,0.37,-0.92,C,C,B-,B-,C,B-,D
"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",1.06,0.00,1.40,0.00,1.57,1.09,2.29,0.25,0.30,0.31,0.50,0.75,0.19,3.52,C,B-,B-,B-,B-,C,A
"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",0.97,3.73,1.27,0.00,1.36,0.80,1.37,-0.11,-0.07,0.35,0.50,0.47,0.26,1.19,C,C,B-,B-,B-,B-,B
"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",1.05,0.70,2.28,3.28,0.76,2.15,1.00,0.21,0.23,0.03,-0.17,-0.34,-0.08,0.27,C,C,C,C,C-,C,B-
"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",1.48,0.00,3.76,10.03,0.67,1.89,0.83,2.00,0.30,-0.45,-1.54,-0.46,-0.01,-0.18,A,B-,C-,D-,C-,C,C
"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",1.00,1.61,1.33,0.79,1.05,1.18,0.56,0.02,0.14,0.33,0.34,0.05,0.17,-0.86,C,C,B-,B-,C,C,D
"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",1.10,#DIV/0!,1.33,#DIV/0!,0.90,1.13,0.77,0.44,#DIV/0!,0.33,#DIV/0!,-0.14,0.18,-0.32,B-,#DIV/0!,B-,#DIV/0!,C,C,C-
"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",1.19,0.05,0.83,0.78,1.16,0.53,0.89,0.82,0.30,0.49,0.34,0.20,0.33,-0.03,B,B-,B-,B-,C,B-,C
"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",1.20,#DIV/0!,0.12,0.00,1.53,0.22,1.27,0.82,#DIV/0!,0.72,0.50,0.69,0.41,0.95,B,#DIV/0!,B-,B-,B-,B-,B
"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",1.05,3.68,1.87,2.40,1.04,2.56,1.16,0.22,-0.07,0.16,0.01,0.03,-0.19,0.67,C,C,C,C,C,C,B-
"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",1.06,2.26,1.33,7.36,0.99,1.74,0.97,0.27,0.07,0.33,-0.99,-0.02,0.02,0.17,B-,C,B-,D,C,C,C
"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",0.99,1.39,2.59,#DIV/0!,0.69,3.37,0.88,-0.04,0.16,-0.07,#DIV/0!,-0.43,-0.39,-0.05,C,C,C,#DIV/0!,C-,C-,C
"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",0.98,0.00,9.29,3.34,0.76,#DIV/0!,0.95,-0.08,0.30,-2.21,-0.18,-0.33,#DIV/0!,0.12,C,B-,E,C,C-,#DIV/0!,C
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",1.06,0.21,1.01,0.57,1.03,0.00,1.07,0.26,0.28,0.43,0.38,0.02,0.47,0.44,B-,B-,B-,B-,C,B-,B-
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",1.02,4.69,9.94,8.70,0.86,7.65,1.10,0.10,-0.17,-2.42,-1.27,-0.20,-1.49,0.51,C,C,E,D-,C,D-,B-
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",0.86,#DIV/0!,3.18,#DIV/0!,1.01,7.11,0.95,-0.57,#DIV/0!,-0.26,#DIV/0!,-0.01,-1.35,0.12,C-,#DIV/0!,C-,#DIV/0!,C,D-,C
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",0.95,3.23,1.08,0.00,0.92,1.04,1.30,-0.21,-0.02,0.41,0.50,-0.13,0.20,1.01,C,C,B-,B-,C,C,B
"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",0.91,81.75,1.17,0.00,0.98,2.38,1.30,-0.37,-7.86,0.38,0.50,-0.04,-0.14,1.00,C-,E,B-,B-,C,C,B
"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",1.07,1.82,0.83,0.91,0.88,3.52,1.14,0.30,0.12,0.49,0.31,-0.17,-0.43,0.61,B-,C,B-,B-,C,C-,B-
"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",0.78,7.55,4.67,#DIV/0!,0.78,4.36,1.08,-0.91,-0.45,-0.74,#DIV/0!,-0.31,-0.65,0.46,D,C-,C-,#DIV/0!,C-,C-,B-
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",0.99,0.46,1.19,0.00,0.91,1.73,0.72,-0.03,0.25,0.37,0.50,-0.14,0.03,-0.46,C,B-,B-,B-,C,C,C-
"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",0.99,1.55,3.07,3.54,0.94,#DIV/0!,0.93,-0.03,0.15,-0.22,-0.22,-0.09,#DIV/0!,0.09,C,C,C,C,C,#DIV/0!,C
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",1.07,0.00,0.00,0.00,0.84,1.59,1.20,0.32,0.30,0.75,0.50,-0.23,0.06,0.76,B-,B-,B,B-,C,C,B
