Regions,Disparity Ratio_Full Time,Score_Full Time,Grades_Full Time,Disparity Ratio_Income,Score_Income,Grades_Income,Disparity Ratio_Poverty,Score_Poverty,Grades_Poverty,Disparity Ratio_Working Poor,Score_Working Poor,Grades_Working Poor,Disparity Ratio_Homeownership,Score_Homeownership,Grades_Homeownership,Disparity Ratio_Rent Burden,Score_Rent Burden,Grades_Rent Burden,Disparity Ratio_Unemployment,Score_Unemployment,Grades_Unemployment,Disparity Ratio_Naturalization,Score_Naturalization,Grades_Naturalization
"Genesee & Orleans Counties PUMA, New York",1.104,0.4432679807,B-,0.5286944149,-0.8124126289,D,1.6922151102,-0.415783035,C-,1.7318458849,0.1472669977,C,1.267464081,0.6574383678,B-,#DIV/0!,#DIV/0!,#DIV/0!,0,0.4918585728,B-,,,
"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",1.576,1.8825355737,A,0.6964342566,-0.3766808357,C-,0,1.1199451126,B,0,0.4771897553,B-,1.4119660664,0.9492384194,B,#DIV/0!,#DIV/0!,#DIV/0!,0,0.4918585728,B-,,,
"Niagara County (North & East) PUMA, New York",0.000,-2.9211028979,E,#VALUE!,#VALUE!,#VALUE!,0,1.1199451126,B,#DIV/0!,#DIV/0!,#DIV/0!,0.478081656,-0.9366008541,D,5.6666666667,-1.3993588896,D-,10.2601728864,-3.6725694884,E,,,
"Erie County (Northwest) PUMA, New York",1.561,1.8375878969,A,0.5642172043,-0.7201363483,C-,5.5420085801,-3.909568286,E,28.2145571407,-4.8977830274,E,0.2612202604,-1.3745198643,D-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Erie County (North Central) PUMA, New York",0.812,-0.4471666238,C-,0.2890247662,-1.4349939116,D-,6.1422594142,-4.4543111476,E,#DIV/0!,#DIV/0!,#DIV/0!,0.1850531472,-1.5283279072,D-,1.0085491577,0.0988047726,C,0,0.4918585728,B-,,,
"Erie County (Northeast) PUMA, New York",0.000,-2.9211028979,E,#VALUE!,#VALUE!,#VALUE!,0,1.1199451126,B,#DIV/0!,#DIV/0!,#DIV/0!,1.2223485926,0.5663344164,B-,#DIV/0!,#DIV/0!,#DIV/0!,0,0.4918585728,B-,,,
"Erie County (Central) PUMA, New York",1.096,0.4206356574,B-,0.8001165411,-0.1073490699,C,2.7916569816,-1.4135544283,D-,4.327695599,-0.3472515408,C-,1.084384856,0.2877373761,B-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Erie County (West Central)--Buffalo City (East) PUMA, New York",1.480,1.5899094334,A-,0.8753220456,0.0880095818,C,0,1.1199451126,B,0,0.4771897553,B-,0,-1.9020149383,E,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Erie County (West Central)--Buffalo City (West) PUMA, New York",0.404,-1.6906132555,D-,0.7404445629,-0.2623568355,C-,1.7987739795,-0.5124879124,C-,3.9078540507,-0.267270243,C-,0.1854585389,-1.5275092795,D-,0,0.4231786633,B-,2.5190537307,-0.5305820976,C-,,,
"Erie County (South) PUMA, New York",#DIV/0!,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!,0,1.1199451126,B,#DIV/0!,#DIV/0!,#DIV/0!,1.1706371191,0.4619108642,B-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
"Livingston & Wyoming Counties PUMA, New York",1.011,0.161593822,C,0.9729980042,0.3417389293,B-,0,1.1199451126,B,0,0.4771897553,B-,1.0881568391,0.2953543294,B-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Ontario & Yates Counties PUMA, New York",1.283,0.9898024266,B,0.3586795564,-1.254054152,D-,0,1.1199451126,B,0,0.4771897553,B-,1.1442799614,0.4086865437,B-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Madison & Cortland Counties PUMA, New York",1.309,1.0686233139,B,0.3821256184,-1.1931491544,D,0,1.1199451126,B,0,0.4771897553,B-,0.4238189797,-1.0461761773,D,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Fulton & Montgomery Counties PUMA, New York",0.984,0.0780698718,C,0.7854059491,-0.1455622491,C,0,1.1199451126,B,0,0.4771897553,B-,0.3781077715,-1.1384830953,D,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Schenectady County--Schenectady City PUMA, New York",0.927,-0.097328971,C,0.626688247,-0.5578575527,C-,0,1.1199451126,B,0,0.4771897553,B-,1.4623309723,1.0509427809,B,#DIV/0!,#DIV/0!,#DIV/0!,6.4485336818,-2.1254905611,E,,,
"Saratoga County (South & Central) PUMA, New York",0.296,-2.0185699494,E,0.1846550452,-1.7061114067,D-,0.3444214088,0.8073739454,B,2.6022430481,-0.0185467359,C,1.3630287256,0.8504168113,B,10.2324324324,-2.8678199893,E,0,0.4918585728,B-,,,
"Saratoga County (Outer) PUMA, New York",1.311,1.0750932937,B,0.7395369448,-0.2647145226,C-,1.6424774194,-0.3706448185,C-,11.6657625859,-1.7451792181,D-,0.8563641205,-0.1727162447,C,0,0.4231786633,B-,7.1953609831,-2.4286149436,E,,,
"Rensselaer County--Troy City PUMA, New York",1.341,1.1669724706,B,0.3708435393,-1.2224562084,D,2.7517583245,-1.3773453847,D-,0,0.4771897553,B-,1.5057759062,1.1386732983,B,#DIV/0!,#DIV/0!,#DIV/0!,0,0.4918585728,B-,,,
"Albany County (East Central)--Albany City PUMA, New York",1.157,0.6050308859,B-,2.5962921217,4.5585120561,A,1.5910084508,-0.3239354237,C-,1.7620226214,0.1415182228,C,1.3926395769,0.9102114773,B,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Albany County (Outside Albany City) PUMA, New York",0.373,-1.7839749088,E,0.6375958323,-0.5295233081,C-,1.6419525035,-0.3701684441,C-,7.384991339,-0.9296771769,D,0.7430600851,-0.4015167229,C-,1.076108156,0.0770761588,C,10.7261665796,-3.8617083298,E,,,
"Columbia & Greene Counties PUMA, New York",1.367,1.2436958532,B,0.5359344016,-0.7936055741,D,1.0612804224,0.1568062024,C,0,0.4771897553,B-,1.1241433266,0.3680236347,B-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA, New York",1.327,1.1240078208,B,0.5240510833,-0.8244744456,D,2.366289495,-1.0275226418,D,5.0871730709,-0.4919346815,C-,1.0146938222,0.1470068028,C,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Broome (Outer West) & Tioga Counties PUMA, New York",1.297,1.0310953526,B,0.1976216238,-1.6724285888,D-,3.7979008026,-2.3267462264,E,8.7920962199,-1.1977356263,D,0,-1.9020149383,E,6.4024822695,-1.6360150486,D-,0,0.4918585728,B-,,,
"Chenango, Delaware & Broome (East) Counties PUMA; New York",0.751,-0.6327049473,C-,0.3404487114,-1.3014117666,D-,1.5787674883,-0.3128264396,C-,13.590078329,-2.1117681634,E,0.993549539,0.1043090993,C,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Tompkins County PUMA, New York",0.000,-2.9211028979,E,#VALUE!,#VALUE!,#VALUE!,0.5709432916,0.6017995894,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.4688299059,-0.9552833736,D,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA, New York",0.467,-1.498067883,D-,0.8022891985,-0.1017052354,C,1.83765749,-0.5477756847,C-,0,0.4771897553,B-,1.6061576609,1.3413791721,A-,#DIV/0!,#DIV/0!,#DIV/0!,0,0.4918585728,B-,,,
"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",1.278,0.9743776779,B,1.6945967014,2.2162100814,A,2.2505868497,-0.9225195556,D,0,0.4771897553,B-,0.3857184098,-1.1231145545,D,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Cattaraugus & Allegany Counties PUMA, New York",1.399,1.3419203713,A-,0.1763391443,-1.7277133253,D-,0.9577805,0.2507350079,B-,12.2592165899,-1.8582343018,E,1.3417091919,0.8073652158,B,#DIV/0!,#DIV/0!,#DIV/0!,11.0291223928,-3.9846728942,E,,,
"Chautauqua County PUMA, New York",#DIV/0!,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
"Sullivan & Ulster (West) Counties PUMA, New York",1.039,0.2445864467,C,1.2272449144,1.0021870434,B,1.7229596255,-0.4436844626,C-,1.3377567745,0.2223423651,C,0.4753018025,-0.9422143506,D,2.0190979407,-0.2262122461,C,0,0.4918585728,B-,,,
"Ulster County (East) PUMA, New York",0.905,-0.1642888269,C,0.7467729833,-0.2459177241,C,1.2583199014,-0.0220121241,C,0,0.4771897553,B-,0.4798524036,-0.9330250954,D,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Dutchess County (North & East) PUMA, New York",1.045,0.2626989,B-,0.7896437476,-0.1345538714,C,1.4895513488,-0.2318605294,C,0,0.4771897553,B-,0.9232081629,-0.0377347427,C,0,0.4231786633,B-,0.4061699125,0.3270011771,B-,,,
"Dutchess County (Southwest) PUMA, New York",0.703,-0.7787793863,D,1.0286366252,0.4862693871,B-,1.5700233091,-0.3048908752,C-,0,0.4771897553,B-,0.6633784211,-0.5624218733,C-,0.9203792027,0.1271623703,C,0,0.4918585728,B-,,,
"Orange County (Northeast)--Greater Newburgh City PUMA, New York",0.911,-0.145406224,C,0.599613677,-0.6281881959,C-,0.342823627,0.8088239729,B,1.1899164054,0.2505064775,B-,0.5886890518,-0.7132458343,C-,1.0189286996,0.09546646,C,0,0.4918585728,B-,,,
"Orange County (Northwest) PUMA, New York",1.183,0.6849257739,B-,0.8163228864,-0.0652504258,C,0.7974852573,0.3962070077,B-,0,0.4771897553,B-,1.0484920101,0.2152571658,C,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Orange County (Southeast) PUMA, New York",1.408,1.369202436,A-,1.0828015002,0.6269715476,B-,0,1.1199451126,B,0,0.4771897553,B-,1.0718737591,0.2624730954,B-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Rockland County (North)--New City & Congers PUMA, New York",1.333,1.140129326,B,0.8334104525,-0.0208626659,C,0.5757315098,0.5974541599,B-,0,0.4771897553,B-,1.0736292562,0.2660180581,B-,0.8606023139,0.1463880688,C,0,0.4918585728,B-,,,
"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA; New York",0.987,0.0879968775,C,1.8746068279,2.6838159552,A,1.3048601365,-0.0642485683,C,0,0.4771897553,B-,0.9381358569,-0.0075905073,C,1.6627251536,-0.1115941072,C,0,0.4918585728,B-,,,
"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA; New York",1.224,0.8086828337,B,0.9422082772,0.2617575557,B-,0.82388817,0.3722456945,B-,1.5909871766,0.1741010791,C,0.5859352566,-0.7188067099,C-,0.5853888498,0.2349033994,C,0,0.4918585728,B-,,,
"Putnam County PUMA, New York",0.978,0.0595211864,C,1.5461558791,1.8306106614,A,2.0987041303,-0.7846821341,D,0,0.4771897553,B-,1.0235572853,0.1649052349,C,0,0.4231786633,B-,3.5234533942,-0.9382506807,D,,,
"Westchester County (Northwest) PUMA, New York",1.189,0.7021401205,B-,0.6826933902,-0.4123749935,C-,0.4566912995,0.7054861711,B-,1.4801270321,0.1952203282,C,0.3257566511,-1.2441983184,D,0.4894497243,0.265759751,B-,2.9871445864,-0.7205721412,C-,,,
"Westchester County (Northeast) PUMA, New York",0.990,0.0958298264,C,0.360271855,-1.2499178949,D,3.7076520654,-2.2448432076,E,0.1255760369,0.4532670768,B-,0.7704764438,-0.3461535053,C-,2.0291777188,-0.2294541474,C,0,0.4918585728,B-,,,
"Westchester County (Southeast) PUMA, New York",0.933,-0.0771510308,C,0.5692294725,-0.707116158,C-,1.0002170974,0.2122227191,C,#DIV/0!,#DIV/0!,#DIV/0!,0.8607908321,-0.1637771656,C,1.2191836699,0.0310596005,C,7.4346109444,-2.5257223962,E,,,
"Westchester County (Central)--White Plains City PUMA, New York",0.846,-0.3422644077,C-,0.8191385906,-0.0579361716,C,1.1155919778,0.1075170879,C,4.2963877332,-0.3412872818,C-,1.0815323254,0.2819771191,B-,0.4528866166,0.277519334,B-,0,0.4918585728,B-,,,
"Westchester County (Southwest)--Yonkers City PUMA, New York",1.016,0.1767522721,C,0.8682125821,0.0695415827,C,1.271061251,-0.0335752222,C,1.1685948537,0.2545683084,B-,0.884559656,-0.1157795965,C,0.8552189436,0.1481194914,C,1.6288774031,-0.1692748058,C,,,
"Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA, New York",0.699,-0.7903811059,D,0.9119355167,0.1831190875,C,1.4233418695,-0.1717737472,C,0.2567253858,0.4282826626,B-,0.7217485243,-0.4445522185,C-,1.339033708,-0.007487081,C,3.2780045704,-0.8386272162,D,,,
"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",0.891,-0.2067002304,C,0.8110579644,-0.0789269257,C,1.5618802791,-0.2975008688,C-,#DIV/0!,#DIV/0!,#DIV/0!,0.7870122037,-0.3127620223,C-,0.339964649,0.3138377798,B-,2.0731707317,-0.3496058417,C-,,,
"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",1.499,1.6485213422,A-,0.8438071065,0.0061443506,C,0,1.1199451126,B,#DIV/0!,#DIV/0!,#DIV/0!,0.7440374682,-0.3995430446,C-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Nassau County (East Central)--Oyster Bay Town (Central) PUMA, New York",0.875,-0.2542749694,C-,0.5831553488,-0.6709414068,C-,2.003017017,-0.697843651,C-,#DIV/0!,#DIV/0!,#DIV/0!,1.0327555817,0.1834798126,C,#DIV/0!,#DIV/0!,#DIV/0!,0,0.4918585728,B-,,,
"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",1.287,1.0015649754,B,0.7089430809,-0.3441871098,C-,0.1384639155,0.9942855962,B,#DIV/0!,#DIV/0!,#DIV/0!,1.1547157673,0.429760086,B-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Nassau County (West Central)--Hempstead Town (Northwest) PUMA, New York",0.859,-0.3022052751,C-,0.7693283658,-0.1873264128,C,0.2736545415,0.871596673,B,#DIV/0!,#DIV/0!,#DIV/0!,1.1324331303,0.3847636481,B-,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York",0.891,-0.2046397583,C,0.5254288903,-0.8208953656,D,1.1406784628,0.0847504662,C,3.7099004189,-0.229559377,C,0.9875451585,0.0921841548,C,2.2340273934,-0.2953387753,C-,0.6289701303,0.236570393,C,,,
"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",1.172,0.6502325516,B-,1.0365710971,0.5068804813,B-,0.3130602782,0.8358349671,B,1.1982512697,0.2489186565,C,0.8293800867,-0.2272064472,C,3.2944151885,-0.6363852301,C-,3.8370667287,-1.0655409501,D,,,
"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",1.047,0.2712273398,B-,0.5619231849,-0.7260954405,C-,0,1.1199451126,B,0,0.4771897553,B-,1.211473463,0.5443737261,B-,#DIV/0!,#DIV/0!,#DIV/0!,0,0.4918585728,B-,,,
"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",0.822,-0.4155392725,C-,0.5311724632,-0.8059754913,D,0.8088803673,0.3858656563,B-,0,0.4771897553,B-,1.1164884637,0.3525657891,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.8345427729,0.153131986,C,,,
"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",1.193,0.7159143742,B-,0.7978544338,-0.1132252654,C,0.7564415793,0.4334551868,B-,2.3215908947,0.0349184905,C,1.0958951776,0.3109807415,B-,0,0.4231786633,B-,0.4562145073,0.3066889351,B-,,,
"Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York",1.082,0.3769713583,B-,1.0100869709,0.4380836129,B-,1.6036357783,-0.3353950438,C-,#DIV/0!,#DIV/0!,#DIV/0!,1.1510903427,0.4224390856,B-,#DIV/0!,#DIV/0!,#DIV/0!,2.2571833866,-0.4242934198,C-,,,
"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",0.659,-0.9138707523,D,0.9764331899,0.3506623887,B-,2.9400222251,-1.5481996511,D-,0,0.4771897553,B-,1.2550271283,0.6323238102,B-,1.4901361531,-0.0560852952,C,2.0434076118,-0.3375255023,C-,,,
"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",0.736,-0.6775969311,C-,0.6867114064,-0.4019375364,C-,1.5648901908,-0.3002324401,C-,0,0.4771897553,B-,0.9248625954,-0.0343938648,C,1.7180713572,-0.1293947897,C,#DIV/0!,#DIV/0!,#DIV/0!,,,
"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",1.306,1.0587622805,B,0.5363869812,-0.7924299243,D,1.8505100902,-0.5594397455,C-,6.5272035556,-0.7662655746,D,1.0806067817,0.2801081226,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.4730268988,0.2998650739,B-,,,
"Suffolk County (Northwest)--Smithtown Town PUMA, New York",1.414,1.389313696,A-,1.2771484653,1.1318197145,B,0,1.1199451126,B,#DIV/0!,#DIV/0!,#DIV/0!,0.8498094914,-0.1859523334,C,#DIV/0!,#DIV/0!,#DIV/0!,0,0.4918585728,B-,,,
"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",0.390,-1.7334793775,D-,0.5692923696,-0.7069527727,C-,3.1411000302,-1.730682861,D-,0,0.4771897553,B-,0.6568062836,-0.5756933176,C-,28.641025641,-8.7884704159,E,#DIV/0!,#DIV/0!,#DIV/0!,,,
"Suffolk County (East) PUMA, New York",0.445,-1.5633386808,D-,0.6770135599,-0.4271292857,C-,0.8461207474,0.3520690664,B-,0,0.4771897553,B-,0.7016170515,-0.4852047036,C-,0.9168799115,0.1282878273,C,2.4615164179,-0.5072286899,C-,,,
"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",0.731,-0.6944817674,C-,0.9353455974,0.2439306177,C,1.5052592552,-0.246115853,C,6.3159684809,-0.7260245469,C-,1.0330017788,0.1839769707,C,0.821510295,0.158961011,C,0,0.4918585728,B-,,,
"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",0.998,0.1190502285,C,0.7132876084,-0.332901486,C-,1.7340593829,-0.4537577741,C-,0,0.4771897553,B-,0.3817194165,-1.1311899207,D,1.1312388206,0.0593447988,C,0,0.4918585728,B-,,,
"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",1.131,0.524861854,B-,0.7765933249,-0.1684544881,C,2.6276818765,-1.2647428601,D-,11.2843536023,-1.6725194597,D-,1.0003863682,0.1181150487,C,0,0.4231786633,B-,5.808120403,-1.8655578038,E,,,
"Suffolk County (Central)--Islip Town (East) PUMA, New York",0.819,-0.4251074031,C-,0.8038495957,-0.0976518473,C,1.2070541847,0.0245128145,C,#DIV/0!,#DIV/0!,#DIV/0!,0.9792137047,0.0753600355,C,0,0.4231786633,B-,0,0.4918585728,B-,,,
"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",1.119,0.4893378128,B-,0.9530971947,0.2900433077,B-,1.3953921773,-0.1464086923,C,2.8151464859,-0.0591055927,C,1.2882911396,0.6994954839,B-,0.439707811,0.2817579578,B-,0.0757246978,0.4611232178,B-,,,
"Suffolk County (Southwest)--Islip Town (South) PUMA, New York",1.242,0.8650885402,B,0.6960236497,-0.3777474545,C-,3.7487943283,-2.282180855,E,5.7095759275,-0.6105046238,C-,0.8578009449,-0.1698147937,C,0.8724663677,0.1425723011,C,0,0.4918585728,B-,,,
"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",0.870,-0.269737429,C-,0.9429516945,0.2636887042,B-,6.2147551584,-4.5201028748,E,#DIV/0!,#DIV/0!,#DIV/0!,1.2284293119,0.5786135157,B-,14.9149797571,-4.3738408732,E,0.522058572,0.2799639594,B-,,,
