Regions,Disparity Ratio_Full Time,Score_Full Time,Grades_Full Time,Disparity Ratio_Income,Score_Income,Grades_Income,Disparity Ratio_Poverty,Score_Poverty,Grades_Poverty,Disparity Ratio_Working Poor,Score_Working Poor,Grades_Working Poor,Disparity Ratio_Homeownership,Score_Homeownership,Grades_Homeownership,Disparity Ratio_Rent Burden,Score_Rent Burden,Grades_Rent Burden,Disparity Ratio_Unemployment,Score_Unemployment,Grades_Unemployment,Disparity Ratio_Naturalization,Score_Naturalization,Grades_Naturalization
"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",0.792,-0.5073928353,C-,1.0784852824,0.6157594628,B-,1.5794757321,-0.3134691889,C-,2.3054763418,0.0379883697,C,0.8319435697,-0.2220298784,C,0.8302755355,0.1561418969,C,0,0.4918585728,B-,,,
"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",0.933,-0.0771978917,C,0.7932373721,-0.1252188415,C,0.7478838119,0.4412215779,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.775961176,-0.3350779125,C-,0.6107299987,0.2267530708,C,0.1523521558,0.4300214479,B-,,,
"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",0.631,-0.9974341654,D,0.929295749,0.2282151426,C,0.8786811065,0.3225197144,B-,1.1825589601,0.2519080968,B-,1.0489195992,0.2161206177,C,0.8195920834,0.1595779544,C,0.520841888,0.2804577906,B-,,,
"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",0.660,-0.9087526752,D,0.8038570552,-0.0976324703,C,0.9482607717,0.2593744029,B-,0,0.4771897553,B-,1.1489643201,0.4181459023,B-,4.1977940008,-0.9269337848,D,0,0.4918585728,B-,,,
"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",1.026,0.2048614375,C,0.8772287279,0.0929625025,C,0.8191117462,0.3765804203,B-,0.7181351216,0.3403824783,B-,1.4538034256,1.0337226814,B,0.8502227717,0.1497263815,C,0.5124462039,0.2838654547,B-,,,
"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",1.221,0.8010872719,B,0.9639872125,0.3183319177,B-,0.9539220791,0.2542366228,B-,1.5746431993,0.1772146645,C,0.8610780223,-0.1631972281,C,0.6997362103,0.1981265126,C,0.6262086579,0.2376912273,C,,,
"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",0.760,-0.604620609,C-,0.89752528,0.1456861305,C,2.252948481,-0.9246627959,D,3.4528931341,-0.1805985816,C,0.2488276773,-1.3995448242,D-,1.6674219202,-0.1131047013,C,1.8330811153,-0.2521575875,C-,,,
"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",1.283,0.9901311558,B,0.9902316888,0.3865062562,B-,0.5760122628,0.5971993694,B-,0.97355791,0.291723535,B-,2.6672247184,3.4840446953,A,0.5516748228,0.2457466489,C,0.3027388338,0.3689820766,B-,,,
"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",1.127,0.5131073254,B-,0.6957137382,-0.3785525007,C-,0.7172054101,0.4690630059,B-,0.613588089,0.3602990573,B-,0.2881485712,-1.3201421861,D-,1.0128163633,0.0974323357,C,1.5395934725,-0.1330359909,C,,,
"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",0.683,-0.8397043097,D,0.7806333685,-0.1579598112,C,1.101577107,0.1202359387,C,1.1400294202,0.2600101244,B-,0.5339946511,-0.82369296,D,1.3898861799,-0.0238424703,C,0.2945100277,0.3723220077,B-,,,
"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",1.200,0.7359063023,B-,0.5735464078,-0.6959022096,C-,0.9550035843,0.2532551294,B-,2.89760526,-0.0748142804,C,0.798498198,-0.2895677823,C-,0.6695232133,0.2078437458,C,0.5753630932,0.2583285692,B-,,,
"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",0.879,-0.2427775927,C,0.7139214627,-0.3312549451,C-,0.9934986776,0.2183198555,C,0.9207640419,0.3017809534,B-,0,-1.9020149383,E,0.7703264578,0.1754229755,C,0.9120700455,0.1216649968,C,,,
"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",1.073,0.3495739085,B-,0.5659818364,-0.7155524265,C-,1.0102354209,0.2031308363,C,2.4205582968,0.0160648509,C,0.5106122466,-0.8709102132,D,0.7014606248,0.1975718991,C,0,0.4918585728,B-,,,
"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",0.650,-0.9410860408,D,1.0978066359,0.6659498523,B-,1.4968406647,-0.2384757686,C,1.9599200672,0.1038180605,C,3.0130374324,4.1823615213,A,1.0927040133,0.0717385283,C,0,0.4918585728,B-,,,
"NYC-Manhattan Community District 11--East Harlem PUMA, New York",1.230,0.826455817,B,1.6318344855,2.0531749158,A,0.672833945,0.5093312363,B-,1.0830898101,0.2708573212,B-,2.8383501656,3.8296068285,A,0,0.4231786633,B-,1.3284696965,-0.0473444742,C,,,
"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",0.475,-1.4744557771,D-,0.533473097,-0.7999992172,D,2.196868514,-0.8737688029,D,0,0.4771897553,B-,0.8806226878,-0.1237297123,C,0,0.4231786633,B-,#DIV/0!,#DIV/0!,#DIV/0!,,,
"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",1.157,0.6045881681,B-,1.106498175,0.6885275531,B-,0,1.1199451126,B,0,0.4771897553,B-,0.2786405979,-1.3393421098,D-,0.9478589418,0.1183242192,C,0,0.4918585728,B-,,,
"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",1.040,0.2499563722,C,0.7130671371,-0.3334741964,C-,1.0756341462,0.1437798339,C,#DIV/0!,#DIV/0!,#DIV/0!,0,-1.9020149383,E,0.3065788286,0.3245754701,B-,0,0.4918585728,B-,,,
"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",0.932,-0.0795580822,C,0.6671961635,-0.4526315853,C-,2.7758761708,-1.3992329422,D-,#DIV/0!,#DIV/0!,#DIV/0!,0,-1.9020149383,E,0,0.4231786633,B-,5.7174104091,-1.8287401743,E,,,
"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",0.969,0.0334929215,C,1.2590168397,1.0847198385,B,0.3326256677,0.8180788798,B,0,0.4771897553,B-,2.4296442311,3.0042865919,A,0.5975258739,0.2309998378,C,0.6778308167,0.2167386791,C,,,
"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",0.781,-0.5414185828,C-,0.8494525052,0.0208092011,C,0.4661554915,0.6968971767,B-,#DIV/0!,#DIV/0!,#DIV/0!,2.1899300018,2.520219717,A,0.6677495863,0.2084141873,C,0,0.4918585728,B-,,,
"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",0.995,0.1124077617,C,1.2981112956,1.1862741099,B,1.2698371448,-0.0324643148,C,0,0.4771897553,B-,0.8466050592,-0.1924232028,C,1.1745131161,0.045426735,C,1.3966456484,-0.0750159228,C,,,
"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",1.151,0.5864690474,B-,0.891481994,0.1299877024,C,1.3975442982,-0.1483617966,C,15.8626624399,-2.5447034628,E,0.8789135962,-0.127180966,C,0.9036209458,0.1325522326,C,0,0.4918585728,B-,,,
"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",1.176,0.6627629591,B-,0.7730654529,-0.1776187152,C,1.1800957714,0.0489782586,C,2.7454300414,-0.0458243638,C,0.922111436,-0.0399494179,C,0.407785401,0.2920249797,B-,0.7539429484,0.1858460713,C,,,
"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",0.846,-0.3412944548,C-,1.2319214756,1.0143351794,B,0.6661159623,0.5154279761,B-,0.8395889655,0.3172450921,B-,0.9360784499,-0.0117451316,C,0.2385852928,0.3464438417,B-,1.4939680334,-0.1145174084,C,,,
"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",0.616,-1.0429899275,D,0.9835702597,0.3692020998,B-,1.4407665434,-0.1875870808,C,0,0.4771897553,B-,0.4947398078,-0.902962219,D,1.7934532983,-0.1536394518,C,0,0.4918585728,B-,,,
"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",0.995,0.1120096745,C,1.3944146045,1.4364377743,A-,1.3982301578,-0.1489842316,C,1.4808845069,0.1950760266,C,0.7962290657,-0.294149954,C-,1.4676735669,-0.0488607822,C,0.8243711965,0.1572604543,C,,,
"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",0.727,-0.7040472349,C-,0.4279494009,-1.0741143519,D,1.0830273824,0.1370702844,C,0,0.4771897553,B-,0.4593246668,-0.9744777759,D,1.1982091982,0.0378054998,C,1.4188209748,-0.0840165072,C,,,
"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",0.955,-0.0119718302,C,0.8240194377,-0.0452573696,C,0.6052436121,0.5706711783,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.8744356222,-0.1362235617,C,0,0.4231786633,B-,0,0.4918585728,B-,,,
"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",0.839,-0.3654810961,C-,1.0118300361,0.4426115112,B-,1.0414168199,0.1748329256,C,0.6410962072,0.3550586636,B-,0.6926214375,-0.5033699947,C-,0.6358306189,0.2186801021,C,0.3618645386,0.3449839679,B-,,,
"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",0.490,-1.4273915253,D-,0.8206437477,-0.0540262788,C,0.1774187118,0.9589331301,B,0.9635265323,0.2936345479,B-,0.6948400959,-0.4988897473,C-,0.3241326727,0.3189297277,B-,0,0.4918585728,B-,,,
"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",1.059,0.3074004857,B-,0.8521687564,0.0278651097,C,1.1930419067,0.0372293123,C,2.424436739,0.0153259939,C,1.1152156656,0.3499955645,B-,1.4905269348,-0.0562109801,C,0,0.4918585728,B-,,,
"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",0.741,-0.6639328917,C-,0.9300439505,0.2301587188,C,1.4220516798,-0.1706028673,C,1.1478771567,0.2585151029,B-,1.1117825097,0.343062822,B-,0.6511734098,0.2137454881,C,0.4036412383,0.3280275226,B-,,,
"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",0.840,-0.3602934815,C-,0.8703719693,0.0751509455,C,0.7949094878,0.3985445838,B-,0.5604287129,0.3704261062,B-,0.217548265,-1.4627088984,D-,0.537601808,0.250272872,B-,0.675033278,0.217874152,C,,,
"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",0.995,0.111602902,C,0.6454850766,-0.5090297001,C-,1.4513284961,-0.1971723209,C,2.7690177608,-0.0503179077,C,0.6710966285,-0.5468361128,C-,1.444480206,-0.0414012343,C,7.3694087404,-2.4992579408,E,,,
"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",1.101,0.4346127882,B-,0.8630239499,0.056063258,C,0.9421963997,0.2648779744,B-,1.6841531668,0.156352629,C,0.7139388731,-0.4603226359,C-,1.2238654867,0.0295538146,C,0.7633524578,0.1820269129,C,,,
"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",0.682,-0.8433710355,D,0.5600428934,-0.7309798063,C-,1.2045810339,0.0267572616,C,1.8302756153,0.1285157865,C,0.8085974494,-0.2691738612,C-,0.7328963438,0.1874614087,C,0.3668061954,0.3429782342,B-,,,
"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",1.075,0.3566300235,B-,0.8321276847,-0.024194866,C,0.864212823,0.3356500488,B-,0.2551835405,0.4285763896,B-,0.8322536121,-0.2214037944,C,0.812924625,0.1617223709,C,0.3267268216,0.3592457641,B-,,,
"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",0.917,-0.1249529095,C,1.0216264063,0.4680591921,B-,1.2655038376,-0.0285317285,C,2.0766738796,0.0815760469,C,0.4727194543,-0.9474290148,D,1.7097928511,-0.1267322212,C,0,0.4918585728,B-,,,
"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",1.189,0.7012137429,B-,0.7715423461,-0.1815752352,C,1.7930773586,-0.5073180844,C-,4.0435150062,-0.2931141342,C-,0.7173389331,-0.4534567255,C-,1.0756091883,0.0772366389,C,1.6685672597,-0.1853842374,C,,,
"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",1.060,0.3101532641,B-,0.9626687847,0.3149070851,B-,1.3293707096,-0.0864925353,C,#DIV/0!,#DIV/0!,#DIV/0!,1.1137129526,0.3469610615,B-,1.4201863069,-0.0335877267,C,0.5670984199,0.2616830582,B-,,,
"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",1.185,0.6919759648,B-,0.9349106904,0.2428008754,C,0.6191518519,0.5580490978,B-,0.3898034637,0.4029308187,B-,1.1214020678,0.3624880743,B-,1.2972266253,0.0059590917,C,2.6707526922,-0.5921541021,C-,,,
"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",0.795,-0.4970288266,C-,0.9136645932,0.1876106478,C,1.2022818547,0.028843825,C,0.9543766804,0.295377627,B-,1.0618232912,0.2421776853,C,4.0117188899,-0.8670875123,D,0.5095777027,0.28502973,B-,,,
"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",0.739,-0.6676227036,C-,0.8885613103,0.1224007466,C,1.3793257815,-0.1318280305,C,2.0121856325,0.0938612857,C,1.92129266,1.9777469613,A,1.2990078005,0.0053862225,C,2.5207269288,-0.5312612199,C-,,,
"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",1.120,0.4930512581,B-,0.7737319314,-0.1758874278,C,1.5894926204,-0.3225597691,C-,1.0428810315,0.2785172356,B-,0.8487560508,-0.1880795985,C,0.9147097109,0.1289858165,C,1.2002877124,0.004682393,C,,,
"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",1.294,1.0220390866,B,0.9107026128,0.179916417,C,0.8555477139,0.3435138552,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.9571145677,0.0307341481,C,0.7185901097,0.1920626409,C,0.3908106792,0.3332352263,B-,,,
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",0.920,-0.1185195041,C,0.7616846115,-0.2071823203,C,1.0861061374,0.1342762361,C,1.0526557778,0.2766551119,B-,0.9149377377,-0.0544356239,C,1.3740857197,-0.0187606588,C,0.6359487205,0.233737903,C,,,
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",0.979,0.0627792871,C,0.8701695695,0.0746251787,C,0.5323567704,0.6368178365,B-,0.1539321884,0.4478651297,B-,1.6709761468,1.4722703669,A-,0.7516939267,0.1814156498,C,0.1173936494,0.4442105055,B-,,,
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",1.211,0.770954476,B,0.9310317809,0.2327247708,C,0.6577229804,0.52304482,B-,0.8455863474,0.3161025697,B-,0.6002271188,-0.6899464412,C-,0.5897465239,0.2335018656,C,0.5813052246,0.2559167601,B-,,,
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",0.823,-0.4115173963,C-,0.6688170008,-0.4484211942,C-,0.2187943323,0.9213837047,B,0,0.4771897553,B-,1.6394306474,1.4085689698,A-,0.2284375421,0.3497076046,B-,0,0.4918585728,B-,,,
"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",0.749,-0.6381497171,C-,0.9190473179,0.2015931593,C,3.1381108741,-1.727970126,D-,3.6066248701,-0.2098850202,C,0.8657882204,-0.1536856908,C,5.0704639279,-1.2076056165,D,1.2419298184,-0.0122194231,C,,,
"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",0.823,-0.4135881889,C-,0.7788752944,-0.1625266975,C,2.6893486106,-1.3207069859,D-,2.8200868351,-0.0600467467,C,0.8621013972,-0.1611306763,C,1.7276003856,-0.1324595566,C,0.99550908,0.0877985249,C,,,
"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",0.963,0.0126449899,C,0.6847534812,-0.4070235685,C-,1.7659317767,-0.4826827801,C-,1.2960764788,0.2302826086,C,0.9743061011,0.0654498672,C,0.9892125343,0.1050239001,C,1.4598848116,-0.1006836137,C,,,
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",1.003,0.1346082831,C,0.8953769801,0.1401055687,C,1.3133531698,-0.0719562115,C,2.2737717218,0.0440282118,C,0.8186869856,-0.2487995585,C,0.9153270645,0.1287872606,C,1.0096150655,0.0820731475,C,,,
"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",0.912,-0.1415058935,C,0.7826776788,-0.1526493794,C,2.4127605971,-1.069696346,D,2.0778726708,0.0813476729,C,1.1224770918,0.3646589238,B-,2.5638359564,-0.4014132149,C-,1.491039706,-0.1133288506,C,,,
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",0.418,-1.6464591167,D-,0.5961955397,-0.6370673689,C-,1.8825294251,-0.5884981043,C-,0,0.4771897553,B-,0.7771752123,-0.3326263485,C-,0.5216629597,0.2553991926,B-,0,0.4918585728,B-,,,
