Regions,Disparity Ratio_Full Time,Score_Full Time,Grades_Full Time,Disparity Ratio_Income,Score_Income,Grades_Income,Disparity Ratio_Poverty,Score_Poverty,Grades_Poverty,Disparity Ratio_Working Poor,Score_Working Poor,Grades_Working Poor,Disparity Ratio_Homeownership,Score_Homeownership,Grades_Homeownership,Disparity Ratio_Rent Burden,Score_Rent Burden,Grades_Rent Burden,Disparity Ratio_Unemployment,Score_Unemployment,Grades_Unemployment,Disparity Ratio_Naturalization,Score_Naturalization,Grades_Naturalization
"Niagara County (North & East) PUMA, New York",0.000,-4.0625799549,E,#VALUE!,#VALUE!,#VALUE!,0,1.2577486774,A-,#DIV/0!,#DIV/0!,#DIV/0!,0.4747533749,-1.1059637955,D,5.4141315015,-0.9177866909,D,5.9244281046,-3.0659372279,E,,,
"Erie County (Northwest) PUMA, New York",1.308,1.4687688418,A-,0.5936197712,-0.7725596659,D,4.0276811215,-2.503767601,E,7.0471093007,-0.5674636887,C-,0.3872270541,-1.3391330291,D-,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Erie County (North Central) PUMA, New York",0.963,0.0087399301,C,0.4230773606,-1.3432278888,D-,6.1781979479,-4.5121699064,E,66.0621400089,-9.5129083378,E,0.2661176474,-1.6617672643,D-,1.6995445649,-0.0242994894,C,0,0.6168384302,B-,,,
"Erie County (Northeast) PUMA, New York",0.478,-2.0416928911,E,0.6562029855,-0.5631440049,C-,0,1.2577486774,A-,0,0.500730726,B-,1.2161949404,0.8692290391,B,#DIV/0!,#DIV/0!,#DIV/0!,0,0.6168384302,B-,,,
"Erie County (Central) PUMA, New York",1.055,0.3955296993,B-,0.7150841556,-0.3661161067,C-,2.6953040161,-1.2594391601,D-,5.5558735159,-0.3414235255,C-,0.8333363392,-0.1507024038,C,0.7313246657,0.2085910319,C,0,0.6168384302,B-,,,
"Erie County (West Central)--Buffalo City (East) PUMA, New York",1.178,0.9189365586,B,0.399961351,-1.4205785728,D-,1.7311406564,-0.3589914674,C-,2.3134461067,0.1500606704,C,1.3712272007,1.2822334131,A-,0,0.3845000199,B-,4.9512636919,-2.4609934009,E,,,
"Erie County (West Central)--Buffalo City (West) PUMA, New York",0.958,-0.0133936132,C,1.0067741782,0.609935693,B-,1.6154574455,-0.2509530532,C-,3.0554648077,0.037586151,C,0.3159007774,-1.5291455092,D-,0.1484988865,0.3487808789,B-,0.5514898727,0.2740182554,B-,,,
"Erie County (South) PUMA, New York",1.201,1.0146143104,B,0.7503187987,-0.2482141074,C,2.8216352809,-1.3774219631,D-,11.2634346496,-1.2065704481,D,0.7511642333,-0.3696080631,C-,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Livingston & Wyoming Counties PUMA, New York",0.538,-1.7897130842,E,0.8500248781,0.0854219125,C,0,1.2577486774,A-,0,0.500730726,B-,0.6386687441,-0.6692949092,C-,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Ontario & Yates Counties PUMA, New York",1.065,0.4409045298,B-,0.3121094974,-1.7145480376,D-,0,1.2577486774,A-,0,0.500730726,B-,0.86635723,-0.0627350845,C,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Madison & Cortland Counties PUMA, New York",1.220,1.0949453587,B,0.257245077,-1.8981351065,E,0.657807309,0.6434118354,B-,3.0016294405,0.045746467,C,0.1795686929,-1.892332804,E,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Fulton & Montgomery Counties PUMA, New York",0.983,0.091900523,C,0.7789786459,-0.1523126597,C,0,1.2577486774,A-,0,0.500730726,B-,0.6014590124,-0.7684212582,D,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Schenectady County--Schenectady City PUMA, New York",1.070,0.4596100337,B-,1.2927667577,1.5669227353,A-,0.9338730363,0.3855896057,B-,2.0006062867,0.1974806456,C,1.3375155984,1.1924260453,B,3.5702280912,-0.4742638643,C-,1.8085790094,-0.5074204238,C-,,,
"Saratoga County (South & Central) PUMA, New York",0.530,-1.8239671879,E,0.5746869109,-0.8359127154,D,0.3269856637,0.9523714989,B,2.0949539447,0.1831795135,C,1.1702066157,0.746716607,B-,1.7224212665,-0.0298021309,C,0,0.6168384302,B-,,,
"Saratoga County (Outer) PUMA, New York",0.943,-0.0766791578,C,0.8535721268,0.0972916997,C,1.6259541985,-0.2607561399,C-,5.0336381625,-0.2622635659,C-,0.9232411508,0.0888031054,C,0,0.3845000199,B-,5.6690026419,-2.9071582437,E,,,
"Rensselaer County--Troy City PUMA, New York",1.289,1.3883640808,A-,1.321578536,1.6633325742,A-,0.654494943,0.6465053074,B-,0,0.500730726,B-,1.4655537526,1.5335183938,A-,#DIV/0!,#DIV/0!,#DIV/0!,0,0.6168384302,B-,,,
"Albany County (East Central)--Albany City PUMA, New York",1.155,0.8197930007,B,2.1994871174,4.6009861945,A,1.9983425341,-0.6085356051,C-,4.4391389432,-0.1721499153,C,1.3095387063,1.1178958876,B,2.2328525708,-0.1525785917,C,0,0.6168384302,B-,,,
"Albany County (Outside Albany City) PUMA, New York",0.651,-1.3091870129,D-,0.8909581102,0.222392504,C,1.313265088,0.0312692572,C,4.5616755213,-0.1907238983,C,0.7408585239,-0.3970623689,C-,0.9968419813,0.1447248935,C,6.0770036459,-3.160782077,E,,,
"Columbia & Greene Counties PUMA, New York",0.663,-1.2598482316,D-,0.3930809502,-1.4436017379,D-,0.8807655994,0.4351874965,B-,1.3168475702,0.3011241697,B-,1.0256688286,0.3616694035,B-,0.7634230177,0.2008702632,C,0,0.6168384302,B-,,,
"Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA, New York",1.118,0.6632776007,B-,0.4698508633,-1.186714611,D,2.0917489224,-0.6957693358,C-,4.646583114,-0.2035941139,C,1.1157674108,0.6016911154,B-,1.1545321881,0.1067949207,C,3.3639861619,-1.4743011925,D-,,,
"Broome (Outer West) & Tioga Counties PUMA, New York",0.609,-1.4871985006,D-,1.9204204791,3.6671747048,A,2.3062755141,-0.8961191754,D,4.185698007,-0.1337335688,C,0.9043090685,0.0383682294,C,7.7093596059,-1.4698687853,D-,0,0.6168384302,B-,,,
"Chenango, Delaware & Broome (East) Counties PUMA; New York",0.567,-1.6662979024,D-,0.2842975363,-1.8076122927,E,2.8034157544,-1.3604064539,D-,18.7876506024,-2.347084255,E,1.059068491,0.4506457664,B-,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Tompkins County PUMA, New York",1.261,1.266294321,A-,1.5657924227,2.4805199482,A,1.1849006635,0.151150861,C,3.9666682524,-0.1005332379,C,0.2806774759,-1.6229800282,D-,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA, New York",0.646,-1.3311336563,D-,0.8642419822,0.1329951204,C,1.6606050966,-0.2931171719,C-,0,0.500730726,B-,1.6604263112,2.0526569197,A,#DIV/0!,#DIV/0!,#DIV/0!,0,0.6168384302,B-,,,
"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",1.219,1.0907632374,B,0.9598241983,0.4528318883,B-,2.5299144776,-1.1049792059,D,0,0.500730726,B-,0.4333373136,-1.2162957641,D,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Cattaraugus & Allegany Counties PUMA, New York",0.189,-3.2638842552,E,0.1634475167,-2.2120000673,E,0.4653130358,0.8231853378,B,10.3985708615,-1.0754751822,D,1.3355930035,1.1873042721,B,#DIV/0!,#DIV/0!,#DIV/0!,3.9567908727,-1.8428037247,E,,,
"Chautauqua County PUMA, New York",1.241,1.1852720516,B,0.743028908,-0.272607506,C-,0,1.2577486774,A-,0,0.500730726,B-,1.3341425351,1.1834402389,B,#DIV/0!,#DIV/0!,#DIV/0!,0,0.6168384302,B-,,,
"Sullivan & Ulster (West) Counties PUMA, New York",0.999,0.1616442764,C,0.919164564,0.3167768086,B-,1.6931286928,-0.3234914823,C-,2.983472069,0.0484987448,C,0.5072514712,-1.0193891956,D,2.1281805725,-0.1274013399,C,0,0.6168384302,B-,,,
"Ulster County (East) PUMA, New York",1.079,0.4972007361,B-,0.6840765358,-0.4698736601,C-,1.6878433516,-0.3185554169,C-,5.0750832235,-0.2685457706,C-,0.5286065799,-0.9624994017,D,0.7578185164,0.2022183404,C,0,0.6168384302,B-,,,
"Dutchess County (North & East) PUMA, New York",1.075,0.4803076966,B-,0.8868004728,0.2084802369,C,2.7673005164,-1.3266778514,D-,2.7040424917,0.0908544258,C,0.8062810988,-0.2227772907,C,0,0.3845000199,B-,2.0220071451,-0.6400927981,C-,,,
"Dutchess County (Southwest) PUMA, New York",0.781,-0.7628247266,D,0.6931096126,-0.4396472206,C-,2.3908763365,-0.9751292462,D,1.6477325251,0.2509689293,B-,0.628291605,-0.6969395028,C-,1.3987530609,0.0480513167,C,0.1458835439,0.5261534975,B-,,,
"Orange County (Northeast)--Greater Newburgh City PUMA, New York",0.945,-0.0693413394,C,0.5869366418,-0.7949227226,D,0.2692380249,1.006302949,B,0.7175575692,0.3919640026,B-,0.6708785145,-0.5834884064,C-,0.8322498913,0.1843150091,C,0,0.6168384302,B-,,,
"Orange County (Northwest) PUMA, New York",1.160,0.8416273848,B,0.7599518816,-0.2159799301,C,0.7357451256,0.570624453,B-,0.5240282755,0.4212989968,B-,1.0625077649,0.4598079572,B-,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Orange County (Southeast) PUMA, New York",1.205,1.0318843193,B,0.868819682,0.1483129983,C,0.2746090715,1.0012868421,B,0,0.500730726,B-,1.052569823,0.4333333806,B-,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Rockland County (North)--New City & Congers PUMA, New York",1.127,0.7031802533,B-,0.6707418467,-0.514494135,C-,0.9757925196,0.346440325,B-,0.7971826372,0.3798945073,B-,1.0135158023,0.3292938641,B-,0.9044829209,0.1669404561,C,0,0.6168384302,B-,,,
"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA; New York",1.070,0.4602866457,B-,1.3741220755,1.8391535222,A,0.9502102726,0.3703319975,B-,0,0.500730726,B-,0.973940752,0.2238663302,C,1.8210279263,-0.0535204581,C,0,0.6168384302,B-,,,
"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA; New York",1.181,0.9297737784,B,0.8316224887,0.0238439227,C,0.8268540554,0.4855363559,B-,1.4072841007,0.2874158827,B-,0.5535558932,-0.8960346835,D,0.5946104987,0.2414755385,C,0.9965835673,-0.0026633408,C,,,
"Putnam County PUMA, New York",0.939,-0.0925255997,C,0.6734182523,-0.5055383589,C-,4.2836867162,-2.7428553498,E,9.3100048855,-0.9104713422,D,0.8132316135,-0.2042611898,C,18.3299604996,-4.0244922556,E,1.9380212456,-0.5878850202,C-,,,
"Westchester County (Northwest) PUMA, New York",0.982,0.0866676596,C,0.4749411732,-1.1696814398,D,0.5211832745,0.7710072219,B,1.380929635,0.2914106686,B-,0.4400359037,-1.1984507877,D,1.0301596196,0.1367108441,C,1.7249574574,-0.4554391337,C-,,,
"Westchester County (Northeast) PUMA, New York",0.966,0.0199599297,C,0.3810756837,-1.4837737052,D-,3.8450677562,-2.3332220376,E,6.1670954831,-0.4340719951,C-,0.7389453085,-0.4021591553,C-,2.7504542907,-0.2770797867,C-,1.4070039244,-0.2577911057,C-,,,
"Westchester County (Southeast) PUMA, New York",0.941,-0.0866114609,C,0.8672365699,0.143015596,C,0.7227715634,0.5827406717,B-,2.1523297772,0.174482537,C,0.8330995915,-0.1513330972,C,0.7161390212,0.2122437069,C,2.8343773662,-1.1450828533,D,,,
"Westchester County (Central)--White Plains City PUMA, New York",1.010,0.20547557,C,0.5997715207,-0.7519747104,D,2.2388157099,-0.8331173776,D,10.4100512006,-1.0772153615,D,0.8572561081,-0.0869803812,C,1.8846610092,-0.0688264251,C,1.396236196,-0.251097611,C-,,,
"Westchester County (Southwest)--Yonkers City PUMA, New York",0.967,0.0234123505,C,0.994222972,0.5679369051,B-,1.268718659,0.0728718848,C,2.1993849819,0.1673499519,C,0.8801988755,-0.025861081,C,0.8822512864,0.1722879365,C,1.2542721289,-0.162849125,C,,,
"Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA, New York",0.947,-0.0596321864,C,0.9348121401,0.3691366552,B-,1.3233994123,0.0218046485,C,2.153049056,0.1743735094,C,0.7063037415,-0.4891159599,C-,1.3488514837,0.0600543795,C,1.2635655252,-0.1686261372,C,,,
"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",1.064,0.4349628066,B-,0.9232019645,0.3302867396,B-,0.9591142632,0.3620164173,B-,1.0964982317,0.3345245219,B-,0.7074071437,-0.4861765076,C-,0.5239303425,0.2584765714,B-,1.4591546012,-0.2902092969,C-,,,
"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",1.282,1.3579760759,A-,0.6766021581,-0.4948843881,C-,1.3743633336,-0.0257913785,C,4.2685377657,-0.146290344,C,0.8412819434,-0.1295353947,C,1.7234938998,-0.0300601365,C,0,0.6168384302,B-,,,
"Nassau County (East Central)--Oyster Bay Town (Central) PUMA, New York",0.950,-0.0460261561,C,1.3603471392,1.7930598941,A,0.9402028027,0.3796781349,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.9591040052,0.1843413868,C,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",1.236,1.1642520059,B,0.85095951,0.0885493735,C,0.0990194619,1.1652728069,B,0,0.500730726,B-,1.1782776705,0.7682178153,B,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Nassau County (West Central)--Hempstead Town (Northwest) PUMA, New York",0.951,-0.0406662207,C,0.6694493357,-0.5188191292,C-,0.3978683789,0.8861729894,B,#DIV/0!,#DIV/0!,#DIV/0!,1.0790921848,0.5039886844,B-,0,0.3845000199,B-,0.340320686,0.4052864093,B-,,,
"Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York",0.986,0.1063929948,C,0.6530032913,-0.5738508066,C-,1.4044374029,-0.0538780363,C,3.6861353513,-0.0580103161,C,0.9165642572,0.0710159282,C,1.8520625105,-0.0609853537,C,1.0199365146,-0.0171801286,C,,,
"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",1.125,0.6926856304,B-,0.8597105948,0.1178322128,C,0.3460898443,0.9345297969,B,1.0710705974,0.3383788195,B-,0.7449784486,-0.3860869312,C-,0.7008555133,0.2159199215,C,1.3918868272,-0.2483939323,C,,,
"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",1.021,0.2535503141,B-,0.619880018,-0.6846877502,C-,0,1.2577486774,A-,0,0.500730726,B-,1.15810439,0.7144764,B-,#DIV/0!,#DIV/0!,#DIV/0!,0,0.6168384302,B-,,,
"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",0.972,0.0446312988,C,0.7598741534,-0.2162400239,C,0.4310214527,0.8552107997,B,0,0.500730726,B-,1.1402907155,0.6670209514,B-,#DIV/0!,#DIV/0!,#DIV/0!,1.2594493845,-0.1660674392,C,,,
"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",1.106,0.6142993691,B-,0.5955440599,-0.7661206201,D,1.4209532066,-0.0693024114,C,6.0714282059,-0.4195708363,C-,0.8972957896,0.0196849253,C,1.3099429299,0.0694132384,C,0.2813253892,0.4419593909,B-,,,
"Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York",1.121,0.6772184368,B-,0.8142065474,-0.0344332192,C,1.8148572763,-0.4371757672,C-,5.061372375,-0.2664674926,C-,1.1130634744,0.5944878562,B-,4.0648958493,-0.5932486447,C-,1.6652851923,-0.4183453312,C-,,,
"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",0.738,-0.9423983158,D,1.1116339454,0.9608169594,B,4.5784421538,-3.0181322009,E,4.0303175145,-0.1101811352,C,1.1595370163,0.7182929021,B-,2.1560664217,-0.1341088554,C,0.6687275153,0.2011403457,C,,,
"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",0.843,-0.4993289134,C-,0.7161962791,-0.3623947241,C-,0.8979259583,0.4191611608,B-,0,0.500730726,B-,1.0038309406,0.3034934906,B-,2.0352301265,-0.1050435286,C,0,0.6168384302,B-,,,
"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",1.163,0.855201889,B,0.5344360358,-0.9706000067,D,2.0761991645,-0.6812471664,C-,5.8108949899,-0.3800794485,C-,1.1396311356,0.6652638372,B-,#DIV/0!,#DIV/0!,#DIV/0!,2.0658920603,-0.667372781,C-,,,
"Suffolk County (Northwest)--Smithtown Town PUMA, New York",1.174,0.9003547698,B,1.0092346043,0.6181687597,B-,1.2662945296,0.0751358184,C,0,0.500730726,B-,0.8275878472,-0.1660163285,C,0,0.3845000199,B-,0,0.6168384302,B-,,,
"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",0.697,-1.1176493206,D,1.6336182985,2.7074785791,A,2.4712750297,-1.0502148809,D,0,0.500730726,B-,0.7683349978,-0.3238653203,C-,42.8717948718,-9.9276559954,E,0,0.6168384302,B-,,,
"Suffolk County (East) PUMA, New York",0.817,-0.6074501944,C-,0.9212948386,0.3239051236,B-,1.2045828044,0.1327693925,C,6.8160173907,-0.5324349873,C-,0.7311603693,-0.4228981546,C-,1.1169651726,0.115831093,C,0.7757616921,0.1346051707,C,,,
"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",1.083,0.5163485657,B-,0.8326072175,0.0271390176,C,0.5780950913,0.7178563595,B-,0.5485397715,0.4175835666,B-,1.0738720345,0.4900822567,B-,0.5112957231,0.2615156363,B-,0.9037212889,0.0550622207,C,,,
"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",0.998,0.1562778831,C,0.6649557579,-0.5338555182,C-,3.2053692396,-1.7357972885,D-,3.271088194,0.0049021543,C,0.45073946,-1.1699366219,D,1.2359884153,0.0872018683,C,0,0.6168384302,B-,,,
"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",0.520,-1.8625422045,E,0.7414407118,-0.2779219205,C-,1.7266909189,-0.3548357858,C-,7.3807070905,-0.6180301381,C-,1.0671170729,0.4720871073,B-,0,0.3845000199,B-,2.8431305155,-1.1505240342,D,,,
"Suffolk County (Central)--Islip Town (East) PUMA, New York",0.975,0.0570995739,C,0.6247095448,-0.6685272099,C-,2.0566209314,-0.6629627391,C-,29.8842476702,-4.0290963402,E,0.8705747275,-0.0514997138,C,0.8511285633,0.1797740326,C,0,0.6168384302,B-,,,
"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",0.981,0.0851188946,C,0.8890131127,0.2158841623,C,1.0476656306,0.2793168689,B-,3.5078586878,-0.0309873017,C,1.1475035356,0.6862358311,B-,0.5810863181,0.2447285737,C,0.0430732614,0.590062992,B-,,,
"Suffolk County (Southwest)--Islip Town (South) PUMA, New York",1.090,0.5454136527,B-,0.5972421489,-0.7604384826,D,4.8655653395,-3.2862811692,E,19.2830998525,-2.4221840014,E,0.7649002516,-0.3330154494,C-,0.6955438237,0.2171975674,C,0.8804194795,0.0695472199,C,,,
"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",0.826,-0.5727204785,C-,0.5268638794,-0.9959379214,D,5.9059463645,-4.2579097671,E,#DIV/0!,#DIV/0!,#DIV/0!,1.0808966191,0.5087956789,B-,11.1803312221,-2.3047580391,E,0.9106029392,0.0507844113,C,,,
"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",0.940,-0.0873552772,C,0.9243685903,0.3341904973,B-,1.5218581383,-0.1635391525,C,3.9752808225,-0.1018387235,C,0.8578521917,-0.0853924206,C,0.6467431243,0.2289358309,C,0,0.6168384302,B-,,,
