Regions,Disparity Ratio_Full Time,Score_Full Time,Grades_Full Time,Disparity Ratio_Income,Score_Income,Grades_Income,Disparity Ratio_Poverty,Score_Poverty,Grades_Poverty,Disparity Ratio_Working Poor,Score_Working Poor,Grades_Working Poor,Disparity Ratio_Homeownership,Score_Homeownership,Grades_Homeownership,Disparity Ratio_Rent Burden,Score_Rent Burden,Grades_Rent Burden,Disparity Ratio_Unemployment,Score_Unemployment,Grades_Unemployment,Disparity Ratio_Naturalization,Score_Naturalization,Grades_Naturalization
"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",0.933,-0.1197098979,C,0.8530830071,0.0956550099,C,0.6768697472,0.6256091173,B-,1.163776506,0.3243265423,B-,0.8772330416,-0.0337620324,C,0.6445356003,0.2294668171,C,0.0916569984,0.5598621016,B-,,,
"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",0.865,-0.4070736364,C-,1.1203474613,0.9899740858,B,1.1091563877,0.2218896603,C,1.8334295168,0.2228211483,C,1.0037633606,0.303313458,B-,1.154271806,0.1068575516,C,0.1933727069,0.4966330221,B-,,,
"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",0.783,-0.7528872427,D,1.1368491667,1.045192016,B,0.8119536983,0.4994520394,B-,0,0.500730726,B-,1.1842852412,0.7842219229,B,3.3481770267,-0.4208528693,C-,0.1053589681,0.5513446077,B-,,,
"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",0.987,0.1099980169,C,0.8625751086,0.1274174357,C,0.9848361876,0.3379942977,B-,1.0341123125,0.3439809227,B-,0.9305252341,0.1082078297,C,1.317078474,0.0676968922,C,0.3972645354,0.3698886597,B-,,,
"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",1.330,1.5600976703,A-,0.8235913843,-0.0030297215,C,0.7753101409,0.5336740479,B-,2.0146257369,0.1953555901,C,0.7131472599,-0.470884896,C-,0.6301321739,0.2329313416,C,0.4532310987,0.3350984161,B-,,,
"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",0.896,-0.2738060468,C-,0.9506602808,0.42216763,B-,1.6493489274,-0.2826048541,C-,1.7253734298,0.2392001916,C,0.4220158759,-1.2464559597,D,1.0026845259,0.1433195586,C,1.4775106639,-0.3016198938,C-,,,
"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",1.200,1.010145633,B,1.0903224047,0.8895043808,B,0.7289358668,0.5769837294,B-,0.8518639526,0.3716059633,B-,1.65674517,2.0428503967,A,0.6190225523,0.2356035915,C,0.722978181,0.1674167478,C,,,
"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",1.158,0.8316265388,B,0.8028763034,-0.0723464293,C,0.8539019979,0.4602758467,B-,1.2850175652,0.3059489328,B-,0.1907701666,-1.8624921913,E,0.8958059309,0.1690275736,C,1.1035284149,-0.0691429865,C,,,
"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",0.861,-0.4210763123,C-,0.8770987542,0.1760163911,C,0.927021655,0.3919882211,B-,1.6865974402,0.2450778208,C,0.7587579788,-0.3493784019,C-,1.2310243954,0.0883958875,C,0.5755693326,0.2590498488,B-,,,
"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",1.243,1.192344313,B,0.8358583789,0.0380180388,C,0.7342991427,0.5719748798,B-,2.2762574026,0.1556977004,C,1.5466781672,1.7496330139,A-,0.5743724381,0.2463434951,C,0.2799497545,0.4428145206,B-,,,
"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",1.061,0.4212265001,B-,0.7397737601,-0.2834998667,C-,1.1947945129,0.1419108357,C,1.7074128132,0.2419226456,C,0,-2.3707019864,E,0.9837635194,0.147870718,C,0.6389023936,0.2196804022,C,,,
"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",1.130,0.7141740859,B-,0.5771264216,-0.827749636,D,1.1858339601,0.1502792403,C,3.7947298586,-0.0744709727,C,0.7012133421,-0.5026767325,C-,1.4093203134,0.0455095253,C,0,0.6168384302,B-,,,
"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",0.826,-0.5694619299,C-,0.8815736295,0.1909901982,C,1.1368240157,0.1960504168,C,1.3191922898,0.3007687592,B-,2.3322034644,3.842264464,A,1.1496484276,0.1079696348,C,0,0.6168384302,B-,,,
"NYC-Manhattan Community District 11--East Harlem PUMA, New York",1.252,1.230760847,B,1.1996136835,1.2552143506,A-,0.4243585081,0.861433431,B,0.3083067708,0.4539978662,B-,1.3368855183,1.1907475184,B,0.3736859259,0.2946155731,B-,0.4178788258,0.3570742909,B-,,,
"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",0.670,-1.2314489968,D,0.4136120448,-1.3749006845,D-,2.5705696099,-1.1429476888,D,3.3957107185,-0.0139880145,C,0.7950599191,-0.2526703999,C-,0,0.3845000199,B-,0,0.6168384302,B-,,,
"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",1.133,0.7289064278,B-,0.6901204114,-0.4496496717,C-,0.2751102881,1.0008187478,B,0,0.500730726,B-,0.3756646502,-1.3699351562,D-,1.9186767828,-0.0770084004,C,0,0.6168384302,B-,,,
"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",1.159,0.8350065024,B,0.6561332148,-0.5633774713,C-,0.8624153353,0.4523251037,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.5497557552,-0.9061582125,D,1.2369485964,0.0869709114,C,0.6725467984,0.1987661818,C,,,
"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",0.883,-0.3299339271,C-,0.7943047248,-0.1010286056,C,1.962470243,-0.5750338946,C-,0,0.500730726,B-,0,-2.3707019864,E,0,0.3845000199,B-,6.2296569297,-3.2556752528,E,,,
"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",0.900,-0.256858841,C-,1.11493161,0.9718515893,B,0.3280968032,0.9513337879,B,0,0.500730726,B-,2.1640940741,3.3944227479,A,0.755939409,0.202670331,C,0.4916872067,0.3111931183,B-,,,
"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",0.724,-1.0009709635,D,0.807826729,-0.055781338,C,0.6008947302,0.6965634095,B-,0,0.500730726,B-,1.8257995907,2.4932096643,A,0.9894713119,0.1464977956,C,0,0.6168384302,B-,,,
"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",1.029,0.2869700316,B-,0.958293849,0.4477110406,B-,0.6994622629,0.6045096029,B-,0.9479590202,0.3570399604,B-,0.7985518017,-0.24336806,C,0.704490966,0.2150454689,C,1.8343265912,-0.5234257775,C-,,,
"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",1.190,0.9662285605,B,0.7260969898,-0.3292650118,C-,0.984438506,0.338365699,B-,6.7346680015,-0.5201041209,C-,0.8953409069,0.0144771375,C,0.557987226,0.2502847078,B-,1.4307241517,-0.2725362041,C-,,,
"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",1.074,0.4793479631,B-,0.7889049621,-0.1190972667,C,0.9733025598,0.3487657386,B-,3.1565385189,0.0222654898,C,0.8896717213,-0.0006255155,C,0.474261651,0.2704236172,B-,0.5476167733,0.2764258727,B-,,,
"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",0.938,-0.0977049343,C,1.2914780184,1.5626103619,A-,0.9998345494,0.3239870861,B-,1.3588347001,0.2947597987,B-,1.0493792702,0.4248337801,B-,0.4459491422,0.2772337591,B-,0.6904423572,0.187641846,C,,,
"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",0.913,-0.2012408347,C,1.1208526251,0.9916644628,B,1.6936367634,-0.3239659775,C-,1.8310885912,0.2231759837,C,0.6213666964,-0.7153873892,C-,1.3801255357,0.0525318836,C,0.404979152,0.3650930572,B-,,,
"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",0.891,-0.2980726787,C-,0.9565246427,0.4417909307,B-,1.5293864416,-0.1705699562,C,2.2003403981,0.1672051308,C,0.439961136,-1.1986499681,D,1.8852866333,-0.0689769095,C,1.1382817148,-0.0907465243,C,,,
"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",1.115,0.652653272,B-,0.5038592099,-1.0729160395,D,0.8929148849,0.423841083,B-,4.5701200963,-0.1920039193,C,0.5352207453,-0.9448793321,D,2.4590087061,-0.2069769988,C,0.749298539,0.1510553417,C,,,
"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",1.092,0.5554802091,B-,0.660701559,-0.548090899,C-,0.6537493957,0.647201586,B-,1.0716138773,0.3382964697,B-,0.4775191055,-1.0985959172,D,1.1655478473,0.104145272,C,0,0.6168384302,B-,,,
"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",0.911,-0.2095525823,C,0.8525126846,0.0937465992,C,1.3539866828,-0.0067612961,C,1.9000752785,0.2127190444,C,0.7749581621,-0.3062212774,C-,1.4975346757,0.0242909067,C,0.967421056,0.0154648203,C,,,
"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",0.858,-0.4369854038,C-,1.1837264497,1.2020525626,B,0.4418873462,0.8450629667,B,0.4246400743,0.43636417,B-,0.54142495,-0.9283513935,D,0.3752756175,0.294233197,B-,0.2851192025,0.4396010598,B-,,,
"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",1.086,0.5271740795,B-,0.8315508844,0.0236043206,C,1.1677482724,0.1671697554,C,2.2016963012,0.1669996043,C,0.9623235066,0.1929181062,C,1.4918534786,0.0256574319,C,0,0.6168384302,B-,,,
"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",0.866,-0.4019090125,C-,0.9416818553,0.3921240645,B-,1.4414231987,-0.0884196667,C,1.0990058287,0.3341444226,B-,1.0262424944,0.3631976433,B-,1.0511323631,0.1316661707,C,0.8655022299,0.0788201628,C,,,
"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",0.883,-0.3310128681,C-,0.7732824465,-0.1713732557,C,0.9639123461,0.3575354104,B-,1.0998697347,0.3340134725,B-,0.1894569999,-1.8659904541,E,0.499416274,0.2643730565,B-,0.4807742662,0.3179768805,B-,,,
"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",1.016,0.2319816711,C,1.0113313107,0.6251847487,B-,1.247471412,0.0927150311,C,1.3919864321,0.2897346894,B-,0.5334505298,-0.9495951683,D,1.346497376,0.0606206242,C,1.7370119859,-0.4629325361,C-,,,
"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",1.040,0.3339231064,B-,0.7313757151,-0.3116013658,C-,1.25241808,0.0880952582,C,2.6657384175,0.0966605226,C,0.5641347404,-0.8678527415,D,1.039048818,0.1345726831,C,0.9720073322,0.012613874,C,,,
"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",0.761,-0.8475155223,D,0.4954044659,-1.1012072648,D,2.2845640508,-0.8758424901,D,5.267276014,-0.2976781788,C-,0.6021325628,-0.7666269268,D,1.3771324516,0.0532518243,C,0.7175942596,0.1707635307,C,,,
"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",0.766,-0.8229946366,D,0.6130966741,-0.7073861438,C-,1.1841842412,0.1518199393,C,1.2337700381,0.3137169864,B-,0.6573514973,-0.6195242435,C-,1.1092572073,0.1176851264,C,0.6351119327,0.2220366495,C,,,
"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",0.975,0.0576005238,C,0.8427435681,0.0610572268,C,1.3508776905,-0.0038577581,C,2.8285139323,0.0719871582,C,0.4637559897,-1.1352607186,D,1.2539704186,0.0828765718,C,0.5238396656,0.2912063295,B-,,,
"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",1.053,0.3891899703,B-,0.7278030401,-0.3235562343,C-,1.616137854,-0.2515884977,C-,2.6247580005,0.1028722969,C,0.6946427109,-0.5201808275,C-,0.9516910553,0.1555852598,C,1.5434277145,-0.3425956141,C-,,,
"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",1.057,0.4059413578,B-,0.7392896368,-0.2851198377,C-,1.7130192693,-0.3420676121,C-,8.3545753498,-0.7656482026,D,1.1482584544,0.6882469272,B-,1.677338705,-0.0189582087,C,0.5893288891,0.2504965574,B-,,,
"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",1.214,1.0680346697,B,1.2909075596,1.5607014953,A-,0.6895511592,0.6137657424,B-,0.5260601543,0.4209910065,B-,1.275064319,1.0260564685,B,2.6015118332,-0.2412539514,C,0.4160416957,0.3582162979,B-,,,
"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",0.990,0.1224209329,C,0.8762802105,0.1732773839,C,1.1193199009,0.2123977916,C,1.2140971265,0.3166989884,B-,1.0238935496,0.3569400781,B-,2.4031379469,-0.1935381403,C,0.2492673603,0.4618874796,B-,,,
"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",0.898,-0.2673322473,C-,0.9482055107,0.4139534896,B-,1.5384410714,-0.1790262208,C,2.5713926168,0.1109613732,C,1.0872674096,0.5257674004,B-,1.4644009364,0.032260722,C,1.6493996974,-0.4084705024,C-,,,
"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",1.006,0.1912010512,C,0.7402340281,-0.2819597199,C-,1.7597202097,-0.3856823726,C-,1.4703264922,0.2778599743,B-,0.7524253002,-0.3662485938,C-,1.1865439775,0.0990949733,C,0.5799778205,0.2563094202,B-,,,
"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",1.083,0.5165592508,B-,0.8968013795,0.2419452244,C,0.8832269812,0.4328887723,B-,0.5834005484,0.4122994018,B-,0.9934738005,0.2759021741,B-,0.6605366213,0.2256180157,C,0.8712487028,0.0752480087,C,,,
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",1.012,0.2172013342,C,0.7734109381,-0.1709432977,C,0.8659300816,0.4490426256,B-,2.4315074049,0.1321650463,C,0.9742775815,0.2247636408,C,1.4662973667,0.0318045647,C,0.7635923873,0.142169921,C,,,
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",0.915,-0.1960015319,C,0.8782538332,0.1798815111,C,0.6733829458,0.6288654973,B-,0.4140611685,0.4379677109,B-,1.2156169816,0.8676893627,B,0.8169248077,0.188001224,C,0.7239439046,0.1668164294,C,,,
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",1.090,0.5447431464,B-,0.8560511147,0.1055868775,C,0.7908959354,0.5191182233,B-,3.2814557799,0.0033306451,C,0.407241194,-1.2858155629,D-,0.46971865,0.2715163668,B-,1.1666077585,-0.1083547158,C,,,
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",0.952,-0.0392804385,C,0.5987849591,-0.7552759383,D,0.3794010507,0.9034199246,B,0.8420168067,0.3730985847,B-,1.6743845898,2.0898416327,A,0.7513597111,0.2037719075,C,0.334898236,0.4086571426,B-,,,
"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",0.874,-0.3699270702,C-,0.6602929892,-0.5494580535,C-,2.4004976065,-0.9841147052,D,1.8641896257,0.218158559,C,0.6862252377,-0.5426048911,C-,3.5016966246,-0.4577796658,C-,1.7696956108,-0.4832495112,C-,,,
"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",0.958,-0.010664293,C,0.9955756612,0.5724632674,B-,1.7627311243,-0.3884943142,C-,1.7826597907,0.2305167772,C,0.7215275353,-0.4485599272,C-,1.0863231611,0.1232015613,C,0.6349113456,0.2221613395,C,,,
"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",1.030,0.2928254857,B-,0.7308235597,-0.3134489857,C-,1.6413854706,-0.2751676536,C-,1.7430377048,0.2365226569,C,1.0356363157,0.3882226882,B-,1.1078691286,0.1180190076,C,1.5631850477,-0.3548772765,C-,,,
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",0.956,-0.019849449,C,0.8287183685,0.014126169,C,1.7984713818,-0.4218727164,C-,2.6196615119,0.103644818,C,0.650426946,-0.6379711781,C-,0.9272474377,0.161464799,C,1.1678536366,-0.1091291854,C,,,
"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",1.057,0.4066199811,B-,0.9264620833,0.3411957341,B-,2.7460585848,-1.3068396693,D-,7.4712858576,-0.6317599852,C-,1.0071035573,0.3122117083,B-,3.5323272123,-0.4651473862,C-,1.0700014355,-0.0483017607,C,,,
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",0.531,-1.8174762967,E,0.6351505185,-0.6335896721,C-,1.3619512257,-0.014199511,C,0,0.500730726,B-,0.8007715402,-0.2374546992,C,0.5865838489,0.2434062266,C,0,0.6168384302,B-,,,
