Regions,Disparity Ratio_Full Time,Score_Full Time,Grades_Full Time,Disparity Ratio_Income,Score_Income,Grades_Income,Disparity Ratio_Poverty,Score_Poverty,Grades_Poverty,Disparity Ratio_Working Poor,Score_Working Poor,Grades_Working Poor,Disparity Ratio_Homeownership,Score_Homeownership,Grades_Homeownership,Disparity Ratio_Rent Burden,Score_Rent Burden,Grades_Rent Burden,Disparity Ratio_Unemployment,Score_Unemployment,Grades_Unemployment,Score_Overall,Grades_Overall
"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",0.740,-0.9072584242,D,0.524472179,-0.8313246057,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.8915937561,2.1064891703,A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",0.841,-0.5685771642,C-,2.5345990175,2.9841717333,A,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0865885417,0.567946056,B-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",0.767,-0.8175328014,D,0.5803067028,-0.7253430242,C-,0.7828575805,0.2776703427,B-,1.4628448618,0.0763622489,C,0,-1.8511784388,E,0.5916241818,0.4101593455,B-,1.3636582103,0.0845299503,C,-0.363618911,C-
"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",1.391,1.2808043032,A-,0.4968441104,-0.8837664678,D,1.1994825408,0.2359176216,C,#DIV/0!,#DIV/0!,#DIV/0!,0.7810931778,-0.2169442596,C,3.9704859656,-0.6454879073,C-,0,0.2957885899,B-,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",0.901,-0.3666137584,C-,0.7164103656,-0.4669996117,C-,4.6464096527,-0.1095215626,C,#DIV/0!,#DIV/0!,#DIV/0!,2.1796001324,2.7090675531,A,3.0724170842,-0.3649070466,C-,0,0.2957885899,B-,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 11--East Harlem PUMA, New York",0.837,-0.5834641228,C-,1.0209190811,0.1109996802,C,0.6890606654,0.287070347,B-,0,0.3451786222,B-,0.3232136246,-1.1749380522,D,1.2301109774,0.2106789066,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",0.924,-0.2882626966,C-,0.8782583567,-0.1597899343,C,1.3237390706,0.2234650594,C,3.7933680249,-0.3519010624,C-,1.1202369243,0.492625761,B-,3.6646067436,-0.5499230156,C-,0,0.2957885899,B-,-0.0482853284,C
"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",0.969,-0.1375685633,C,0.576346708,-0.7328596372,C-,0.6078439965,0.2952096024,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.2865552074,-1.2516362491,D-,0,0.5949986441,B-,0,0.2957885899,B-,#DIV/0!,#DIV/0!
"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",0.889,-0.4085948224,C-,1.0659299496,0.1964364798,C,5.1202907648,-0.1570122983,C,4.6324268083,-0.5060887996,C-,1.1420935867,0.5383551384,B-,2.3764468068,-0.1474672227,C,1.4382088847,0.0729805211,C,-0.0587701434,C
"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",0.971,-0.1304516162,C,0.9909518964,0.0541178549,C,0.2582789206,0.3302418124,B-,0,0.3451786222,B-,1.1229717842,0.4983477434,B-,0.2962712803,0.5024355317,B-,0,0.2957885899,B-,0.2708083626,B-
"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",0.906,-0.349719079,C-,2.1206127011,2.198368945,A,1.172607995,0.2386108962,C,5.5312157722,-0.6712527181,C-,0.8593788128,-0.0531519438,C,0.8010834576,0.344718637,B-,0,0.2957885899,B-,0.286194761,B-
"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",1.081,0.2393661018,C,0.8206756371,-0.2690898309,C-,4.713227105,-0.1162177779,C,#DIV/0!,#DIV/0!,#DIV/0!,0.4307352205,-0.9499770974,D,3.4069710338,-0.469430694,C-,0,0.2957885899,B-,#DIV/0!,#DIV/0!
"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",0.774,-0.7931339491,D,1.2813405518,0.6053153368,B-,0,0.3561256378,B-,0,0.3451786222,B-,0.7759877042,-0.2276261343,C,#DIV/0!,#DIV/0!,#DIV/0!,0,0.2957885899,B-,#DIV/0!,#DIV/0!
"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",0.844,-0.5582449465,C-,0.9402772785,-0.0420695175,C,3.5710164994,-0.0017493581,C,0,0.3451786222,B-,0.9806444371,0.2005648132,C,2.887341529,-0.3070844679,C-,0,0.2957885899,B-,-0.0096594664,C
"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",1.075,0.2181592059,C,1.1420050617,0.340837473,B-,1.3078893292,0.225053466,C,0.8796929625,0.1835238371,C,1.0002033338,0.241486714,C,0,0.5949986441,B-,0,0.2957885899,B-,0.2999782757,B-
"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",0.787,-0.7500909966,D,1.0941094011,0.2499249423,C,0.9858867554,0.2573234568,B-,0,0.3451786222,B-,2.9174987602,4.2529283787,A,1.6535690008,0.0783792365,C,0,0.2957885899,B-,0.6756331757,B-
"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",0.537,-1.5904777185,D-,0.6528487536,-0.5876482659,C-,2.8129145626,0.0742250116,C,0,0.3451786222,B-,1.3350090036,0.9419804381,B,4.0782739051,-0.6791637572,C-,0,0.2957885899,B-,-0.1714452971,C
"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",0.219,-2.6588142895,E,0.328642791,-1.2030356333,D,4.9800843789,-0.1429612964,C,20.1741573034,-3.3620797081,E,2.0664725061,2.4723774389,A,7.955942029,-1.8906515196,E,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",1.034,0.0817976204,C,1.0345926538,0.136953996,C,1.8948078709,0.1662345076,C,0,0.3451786222,B-,1.2310744021,0.7245243356,B-,2.2421695696,-0.1055154041,C,1.5993269228,0.0480200308,C,0.1995991012,C
"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",1.121,0.3712036304,B-,1.0172755454,0.10408375,C,3.7707085109,-0.0217618049,C,#DIV/0!,#DIV/0!,#DIV/0!,1.2441299663,0.7518397056,B,0,0.5949986441,B-,2.5762104376,-0.1033192717,C,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",0.972,-0.1269971826,C,0.888165877,-0.1409841023,C,5.131909456,-0.1581766836,C,#DIV/0!,#DIV/0!,#DIV/0!,0.419080126,-0.9743623492,D,0.4951079622,0.4403136071,B-,4.0690930611,-0.3345974247,C-,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",#DIV/0!,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!,0.1424731183,0.3418474718,B-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.2957885899,B-,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",1.035,0.0828752636,C,1.5662414028,1.1460962135,B,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.542155669,-0.7168588085,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",1.336,1.0948949167,B,0.9137058477,-0.0925057363,C,1.7743073078,0.1783106598,C,#DIV/0!,#DIV/0!,#DIV/0!,0.7465197498,-0.2892801593,C-,0.2060056468,0.5306369421,B-,0.3306330662,0.2445667433,C,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",1.094,0.280511471,B-,0.5899772385,-0.7069870215,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3557688431,-1.1068247306,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",1.226,0.7262526403,B-,1.8074213146,1.6038887532,A-,2.9888415068,0.0565942181,C,0,0.3451786222,B-,2.978670437,4.3809141911,A,1.6931542198,0.06601175,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",1.075,0.2171302105,C,1.7010884354,1.4020543696,A-,2.7434905003,0.0811824524,C,0,0.3451786222,B-,1.5050803935,1.297810557,A-,1.2156567525,0.215194795,C,6.7077035592,-0.7433723362,C-,0.4021683815,B-
"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",1.126,0.3887476473,B-,0.7273073768,-0.4463155904,C-,1.9642948807,0.1592707584,C,3.6639234719,-0.3281139773,C-,1.3857734205,1.0481917679,B,1.9413336413,-0.0115261729,C,0,0.2957885899,B-,0.1580061461,C
"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",1.426,1.3974457197,A-,0.8261935903,-0.2586159993,C-,2.9983354624,0.0556427665,C,5.270018622,-0.6232544153,C-,0.81288382,-0.1504306149,C,0.9857758132,0.2870157801,B-,0,0.2957885899,B-,0.143370261,C
"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",1.253,0.8158385172,B,1.6095980593,1.228393092,B,0.5719462281,0.2988071533,B-,1.0247345247,0.1568706029,C,0.4759723179,-0.855330245,D,0,0.5949986441,B-,0,0.2957885899,B-,0.3621951935,B-
"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",1.099,0.2996807467,B-,0.7820569526,-0.3423933891,C-,0.6616253535,0.2898198197,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.9841421457,0.2078828581,C,0,0.5949986441,B-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",1.253,0.8146410782,B,1.0313593831,0.1308168048,C,1.1266327366,0.2432183785,C,#DIV/0!,#DIV/0!,#DIV/0!,1.0589322008,0.3643615828,B-,0.6665667366,0.3867452768,B-,0.0581474692,0.2867803538,B-,#DIV/0!,#DIV/0!
"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",1.045,0.1175968418,C,1.3704575353,0.7744715899,B,0.3454207203,0.3215087609,B-,0,0.3451786222,B-,0.8381901684,-0.0974836674,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",0.977,-0.1126150482,C,1.0155498211,0.1008080886,C,1.8853297726,0.1671843701,C,1.1939606501,0.1257731472,C,1.2155167394,0.6919739755,B-,2.33611022,-0.1348649886,C,6.4261247894,-0.6997500066,C-,0.0197870769,C
"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",1.049,0.1297748953,C,1.1978589955,0.4468558972,B-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7085771333,-0.368665209,C-,1.3211582016,0.1822333062,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",0.998,-0.0412235501,C,0.6047759151,-0.6788971043,C-,4.9079950461,-0.1357367513,C,#DIV/0!,#DIV/0!,#DIV/0!,0.764435366,-0.2517963952,C-,3.5437029547,-0.5121494218,C-,0.9437928456,0.1495757111,C,#DIV/0!,#DIV/0!
"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",0.990,-0.0686556998,C,0.7490294961,-0.4050840296,C-,17.2617109854,-1.373783689,D-,#DIV/0!,#DIV/0!,#DIV/0!,0.98626967,0.212334149,C,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",1.182,0.5764662282,B-,0.9036463722,-0.1116,C,0.4698654928,0.3090373336,B-,0.1391189135,0.3196137501,B-,1.1098457669,0.4708849685,B-,#DIV/0!,#DIV/0!,#DIV/0!,0.2677315717,0.2543114755,B-,#DIV/0!,#DIV/0!
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",1.053,0.1455093273,C,0.7282074929,-0.4446070466,C-,14.1273017411,-1.059663971,D,#DIV/0!,#DIV/0!,#DIV/0!,0.6660819724,-0.4575752729,C-,#DIV/0!,#DIV/0!,#DIV/0!,2.6359543632,-0.1125748318,C,#DIV/0!,#DIV/0!
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",0.836,-0.585348411,C-,1.4051783587,0.8403764732,B,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",1.009,-0.0045272766,C,0.8596714936,-0.1950703487,C,0.6636073344,0.2896211924,B-,0,0.3451786222,B-,1.7616448305,1.8346048652,A,0.4812271206,0.4446503551,B-,1.9004291282,0.0013731204,C,0.38797579,B-
"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",0.866,-0.4835564881,C-,0.8935738764,-0.130718978,C,1.1030987736,0.2455768714,C,0,0.3451786222,B-,1.3969451371,1.0715656773,B,3.6698824049,-0.551571274,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",1.086,0.2555228946,B-,0.843764143,-0.2252646812,C,0.2923213661,0.3268301956,B-,0,0.3451786222,B-,1.0050838813,0.2516979894,B-,3.2172156053,-0.4101459971,C-,0.3051152379,0.2485199785,C,0.113191286,C
"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",0.899,-0.3741206655,C-,0.7156692127,-0.4684064215,C-,9.2131586902,-0.56718545,C-,#DIV/0!,#DIV/0!,#DIV/0!,1.0518529691,0.349550133,B-,#DIV/0!,#DIV/0!,#DIV/0!,4.9114460285,-0.4650951847,C-,#DIV/0!,#DIV/0!
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",0.878,-0.4439080199,C-,0.7354604946,-0.4308398549,C-,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.4479004666,-0.9140632877,D,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",0.797,-0.7157948414,C-,1.1471795214,0.3506593069,B-,2.1624391494,0.1394134211,C,0,0.3451786222,B-,0.712528824,-0.3603973247,C-,#DIV/0!,#DIV/0!,#DIV/0!,2.8314393939,-0.1428594745,C,#DIV/0!,#DIV/0!
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",1.221,0.70908445,B-,0.8084451401,-0.2923049912,C-,0,0.3561256378,B-,#DIV/0!,#DIV/0!,#DIV/0!,1.2504112155,0.7649815848,B,0,0.5949986441,B-,0,0.2957885899,B-,#DIV/0!,#DIV/0!
