Regions,Disparity Ratio_Full Time,Score_Full Time,Grades_Full Time,Disparity Ratio_Income,Score_Income,Grades_Income,Disparity Ratio_Poverty,Score_Poverty,Grades_Poverty,Disparity Ratio_Working Poor,Score_Working Poor,Grades_Working Poor,Disparity Ratio_Homeownership,Score_Homeownership,Grades_Homeownership,Disparity Ratio_Rent Burden,Score_Rent Burden,Grades_Rent Burden,Disparity Ratio_Unemployment,Score_Unemployment,Grades_Unemployment,Disparity Ratio_Naturalization,Score_Naturalization,Grades_Naturalization
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",1.059,0.3824014495,B-,0.8309742445,-0.3082933728,C-,0.6301092064,0.4187965613,B-,0.3543635536,0.3664555169,B-,1.1191907772,0.6773940764,B-,0,0.3707638295,B-,0.3364880513,0.4078194328,B-,,,
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",1.019,0.1446228978,C,0.8825267005,-0.2247252628,C,7.3202649058,-1.26738233,D-,12.5368057681,-0.7683720273,D,1.0219611096,0.4004338122,B-,4.8253807554,-0.3863050396,C-,1.7630125586,0.0420093206,C,,,
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",0.907,-0.5202139078,C-,0.8525384548,-0.2733371275,C-,4.1737128397,-0.4743290869,C-,#DIV/0!,#DIV/0!,#DIV/0!,0.6163885222,-0.7548461932,D,12.5183699071,-1.5932818342,D-,2.7628945877,-0.214394937,C,,,
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",1.011,0.1001409732,C,1.0215471107,0.0006310797,C,1.3017045455,0.2495284702,C,0.4911311058,0.3537152483,B-,1.0202897455,0.3956729049,B-,1.3071950991,0.1656739587,C,2.0207069767,-0.0240724211,C,,,
"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",0.956,-0.2290805249,C,0.869220349,-0.246295266,C,1.2151417852,0.2713456454,B-,0.764569727,0.3282436989,B-,1.0572158225,0.5008574262,B-,2.5212257343,-0.0247990519,C,1.462076004,0.1191798384,C,,,
"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",0.990,-0.0247952623,C,0.7851830833,-0.3825222474,C-,0.9265288802,0.344087299,B-,0.5299181521,0.3501021297,B-,1.2035108921,0.917581273,B,0.762955963,0.2510613153,B-,2.6197783461,-0.1776949938,C,,,
"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",0.912,-0.4886918084,C-,0.7513827155,-0.4373136788,C-,3.1728440728,-0.2220713124,C,#DIV/0!,#DIV/0!,#DIV/0!,0.9061128296,0.0704381328,C,4.9636916973,-0.4080050699,C-,13.461327489,-2.9578423293,E,,,
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",0.943,-0.3045326308,C-,0.7743194791,-0.4001324826,C-,4.8542665063,-0.6458550242,C-,10.8957358785,-0.6155019147,C-,0.6835966834,-0.5634026706,C-,4.417533152,-0.3223165712,C-,0.2162910482,0.4386420923,B-,,,
"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",0.983,-0.0663197065,C,1.0392753925,0.0293691675,C,2.7819394155,-0.1235481672,C,5.648267009,-0.1266859527,C,1.1842202412,0.8626315453,B,8.7111466632,-0.9959548373,D,1.3407682866,0.1502873233,C,,,
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",1.144,0.8870084905,B,0.5979149098,-0.6860896919,C-,0.4146419537,0.4731026716,B-,0,0.3994654433,B-,1.3204489849,1.2506813018,A-,1.2553101105,0.1738143546,C,2.1440119445,-0.05569207,C,,,
